Anno;Grado;Materia;Ordinatore;Ripartizione_geografica;Punteggio_WLE;ES;Deviazione_standard_WLE;ES_SD;Percentile5;Percentile25;Percentile75;Percentile95
2017-18;2;Italiano;2;Valle d'Aosta;200,95;2,69;38,77;1,18;140,62;175,36;231,57;270,45
2017-18;2;Italiano;9;Veneto;199,81;1,60;37,78;0,70;140,62;175,36;221,63;270,45
2017-18;5;Italiano;1;Nord Ovest;203,27;1,18;39,19;0,52;134,66;179,60;231,60;263,40
2017-18;5;Italiano;2;Valle d'Aosta;203,06;2,99;36,70;1,27;140,26;179,60;231,60;263,40
2017-18;5;Italiano;3;Piemonte;202,36;1,76;38,86;0,77;140,26;179,60;225,39;274,82
2017-18;5;Italiano;4;Liguria;201,16;2,52;39,24;1,11;134,66;179,60;225,39;263,40
2017-18;5;Italiano;5;Lombardia;203,91;1,64;39,33;0,72;134,66;179,60;231,60;263,40
2017-18;5;Italiano;6;Nord Est;202,44;0,98;37,97;0,42;140,26;179,60;231,60;263,40
2017-18;5;Italiano;7;Prov. Aut. Bolzano (l. it.);193,72;0,00;36,57;1,00;134,66;170,23;219,55;253,90
2017-18;5;Italiano;8;Prov. Aut. Trento;204,86;1,86;37,83;0,80;140,26;179,60;231,60;263,40
2017-18;5;Italiano;9;Veneto;201,74;1,40;37,02;0,60;140,26;179,60;225,39;263,40
2017-18;5;Italiano;10;Friuli-Venezia Giulia;203,79;1,99;39,11;0,87;140,26;179,60;225,39;263,40
2017-18;5;Italiano;11;Emilia-Romagna;202,87;1,84;38,75;0,81;140,26;179,60;231,60;263,40
2017-18;5;Italiano;12;Centro;204,28;1,37;39,45;0,60;134,66;179,60;231,60;263,40
2017-18;5;Italiano;13;Toscana;206,63;2,08;38,90;0,90;134,66;184,29;231,60;263,40
2017-18;5;Italiano;14;Umbria;206,09;2,01;37,72;0,86;140,26;179,60;231,60;263,40
2017-18;5;Italiano;15;Marche;205,92;2,25;39,43;0,98;140,26;179,60;231,60;274,82
2017-18;5;Italiano;16;Lazio;202,13;2,35;39,92;1,05;134,66;174,92;231,60;263,40
2017-18;5;Italiano;17;Sud;195,34;1,49;41,61;0,69;128,74;165,49;225,39;263,40
2017-18;5;Italiano;18;Abruzzo;202,55;2,26;39,88;1,00;134,66;174,92;231,60;263,40
2017-18;5;Italiano;19;Molise;210,39;3,93;41,03;1,73;140,26;179,60;238,31;274,82
2017-18;5;Italiano;20;Campania;189,30;2,30;41,37;1,08;122,42;160,69;219,55;253,90
2017-18;5;Italiano;21;Puglia;202,12;1,69;40,92;0,76;134,66;174,92;231,60;263,40
2017-18;5;Italiano;22;Sud e Isole;191,76;1,55;40,56;0,71;122,42;165,49;219,55;253,90
2017-18;5;Italiano;23;Basilicata;204,18;2,79;38,95;1,22;140,26;179,60;231,60;263,40
2017-18;5;Italiano;24;Calabria;191,51;2,07;41,27;0,96;122,42;160,69;219,55;253,90
2017-18;5;Italiano;25;Sicilia;189,88;2,49;40,46;1,15;122,42;160,69;219,55;253,90
2017-18;5;Italiano;26;Sardegna;194,10;2,48;39,61;1,12;122,42;170,23;219,55;253,90
2017-18;5;Italiano;99;Italia;200,00;0,62;40,00;0,28;128,74;174,92;225,39;263,40
2017-18;8;Italiano;1;Nord Ovest;206,84;1,49;38,84;0,64;141,84;182,14;230,54;269,79
2017-18;8;Italiano;2;Valle d'Aosta;208,80;2,60;36,34;1,08;154,10;184,48;234,46;265,03
2017-18;8;Italiano;3;Piemonte;202,14;2,23;38,52;0,97;136,80;176,70;228,14;264,68
2017-18;8;Italiano;4;Liguria;204,65;1,94;38,40;0,84;141,41;181,49;229,60;266,65
2017-18;8;Italiano;5;Lombardia;209,04;2,06;38,87;0,89;146,70;185,29;234,46;272,12
2017-18;8;Italiano;6;Nord Est;206,30;0,86;37,92;0,37;141,84;182,14;229,86;266,19
2017-18;8;Italiano;7;Prov. Aut. Bolzano (l. it.);194,97;2,76;39,53;1,24;126,26;169,91;221,89;253,96
2017-18;8;Italiano;8;Prov. Aut. Trento;207,27;1,90;36,95;0,80;146,70;184,48;229,86;266,65
2017-18;8;Italiano;9;Veneto;205,12;1,25;36,80;0,53;141,84;180,61;229,63;260,65
2017-18;8;Italiano;10;Friuli-Venezia Giulia;208,43;1,66;34,84;0,68;154,21;186,45;229,63;266,19
2017-18;8;Italiano;11;Emilia-Romagna;207,43;1,62;39,91;0,71;141,26;182,14;232,60;270,54
2017-18;8;Italiano;12;Centro;204,95;1,09;38,74;0,48;141,84;180,61;229,63;265,03
2017-18;8;Italiano;13;Toscana;202,82;1,76;39,33;0,77;136,45;179,25;228,14;264,68
2017-18;8;Italiano;14;Umbria;207,25;2,03;37,13;0,86;145,47;184,10;231,78;264,68
2017-18;8;Italiano;15;Marche;208,13;1,88;38,42;0,81;145,76;184,33;232,60;269,79
2017-18;8;Italiano;16;Lazio;205,12;1,84;38,60;0,80;143,51;180,19;229,86;266,19
2017-18;8;Italiano;17;Sud;190,25;1,49;40,91;0,69;121,64;162,52;217,63;256,50
2017-18;8;Italiano;18;Abruzzo;201,18;1,68;38,25;0,73;136,45;176,70;227,71;262,85
2017-18;8;Italiano;19;Molise;202,26;2,21;38,44;0,96;141,02;177,85;227,71;265,03
2017-18;8;Italiano;20;Campania;184,97;2,33;41,57;1,11;116,06;155,99;213,48;251,75
2017-18;8;Italiano;21;Puglia;194,81;1,84;39,38;0,83;127,09;170,62;220,59;258,73
2017-18;8;Italiano;22;Sud e Isole;188,60;1,50;39,36;0,68;125,18;163,21;215,24;251,04
2017-18;8;Italiano;23;Basilicata;194,70;1,59;38,66;0,71;131,54;170,77;220,59;255,99
2017-18;8;Italiano;24;Calabria;185,33;2,39;39,76;1,11;120,14;159,60;211,21;249,10
2017-18;8;Italiano;25;Sicilia;186,74;2,31;39,46;1,06;121,78;161,03;213,24;250,50
2017-18;8;Italiano;26;Sardegna;197,68;2,00;37,07;0,86;136,94;172,99;223,07;256,50
2017-18;8;Italiano;99;Italia;200,00;0,71;40,00;0,32;132,33;174,73;226,36;264,68
2017-18;10;Italiano;1;Nord Ovest;210,40;1,45;36,12;0,60;150,62;186,71;233,42;264,97
2017-18;10;Italiano;2;Valle d'Aosta;207,72;5,17;33,22;2,07;157,70;185,26;230,84;255,98
2017-18;10;Italiano;3;Piemonte;206,42;2,49;36,79;1,05;144,68;181,72;231,25;264,60
2017-18;10;Italiano;4;Liguria;204,77;3,16;36,90;1,34;142,74;180,49;227,47;263,84
2017-18;10;Italiano;5;Lombardia;213,09;1,97;35,46;0,80;154,43;189,93;236,74;266,79
2017-18;10;Italiano;6;Nord Est;210,20;1,64;36,81;0,69;148,08;186,29;233,92;266,62
2017-18;10;Italiano;7;Prov. Aut. Bolzano (l. it.);199,61;0,00;37,69;2,36;136,28;174,39;225,27;262,73
2017-18;10;Italiano;8;Prov. Aut. Trento;214,68;2,88;33,08;1,13;159,85;194,43;236,74;266,79
2017-18;10;Italiano;9;Veneto;213,46;2,34;35,68;0,96;153,62;190,45;237,54;274,00
2017-18;10;Italiano;10;Friuli-Venezia Giulia;208,68;2,91;35,17;1,19;148,82;186,71;232,68;264,75
2017-18;10;Italiano;11;Emilia-Romagna;206,97;2,99;38,36;1,29;142,74;181,69;232,91;264,60
2017-18;10;Italiano;12;Centro;200,06;1,63;38,52;0,72;136,28;175,80;225,84;262,64
2017-18;10;Italiano;13;Toscana;200,30;2,95;38,37;1,29;134,47;175,80;226,55;257,00
2017-18;10;Italiano;14;Umbria;204,95;3,86;38,53;1,67;140,72;179,39;231,55;264,60
2017-18;10;Italiano;15;Marche;204,02;3,67;41,68;1,66;137,37;179,39;231,45;264,97
2017-18;10;Italiano;16;Lazio;198,03;2,61;37,51;1,13;136,87;174,51;222,21;258,66
2017-18;10;Italiano;17;Sud;191,52;1,93;40,86;0,89;129,90;165,12;219,39;255,10
2017-18;10;Italiano;18;Abruzzo;198,82;3,33;39,49;1,48;135,07;171,92;225,84;263,04
2017-18;10;Italiano;19;Molise;193,96;4,51;41,99;2,10;125,26;169,33;220,80;262,73
2017-18;10;Italiano;20;Campania;189,06;3,12;42,56;1,48;128,50;162,65;216,55;254,80
2017-18;10;Italiano;21;Puglia;193,04;2,75;38,11;1,22;131,52;166,40;219,39;255,10
2017-18;10;Italiano;22;Sud e Isole;185,48;1,79;41,93;0,85;122,34;159,85;213,32;248,49
2017-18;10;Italiano;23;Basilicata;195,85;3,98;37,85;1,75;135,07;169,33;221,41;257,00
2017-18;10;Italiano;24;Calabria;181,40;3,19;42,27;1,54;118,44;156,52;210,14;245,80
2017-18;10;Italiano;25;Sicilia;186,63;2,71;41,45;1,27;123,45;161,63;213,81;249,06
2017-18;10;Italiano;26;Sardegna;182,83;3,77;43,62;1,84;115,95;155,82;211,09;248,49
2017-18;10;Italiano;99;Italia;200,00;0,83;40,00;0,37;135,32;174,51;226,75;262,73
2017-18;2;Matematica;1;Nord Ovest;200,56;1,42;39,40;0,63;143,28;174,56;224,51;268,53
2017-18;2;Matematica;2;Valle d'Aosta;198,12;2,65;37,81;1,16;143,28;174,56;218,29;268,53
2017-18;2;Matematica;3;Piemonte;201,50;2,13;39,25;0,94;143,28;174,56;224,51;268,53
2017-18;2;Matematica;4;Liguria;196,27;2,67;39,57;1,20;133,21;167,58;224,51;268,53
2017-18;2;Matematica;5;Lombardia;200,75;1,99;39,43;0,88;143,28;174,56;224,51;268,53
2017-18;2;Matematica;6;Nord Est;200,49;1,29;39,03;0,57;143,28;174,56;224,51;268,53
2017-18;2;Matematica;7;Prov. Aut. Bolzano (l. it.);198,81;0,00;37,39;1,25;143,28;174,56;224,51;268,53
2017-18;2;Matematica;8;Prov. Aut. Trento;204,92;2,74;41,26;1,23;143,28;174,56;230,89;275,98
2017-18;2;Matematica;9;Veneto;202,64;2,30;39,19;1,01;143,28;174,56;224,51;268,53
2017-18;2;Matematica;10;Friuli-Venezia Giulia;201,98;2,45;38,73;1,07;143,28;174,56;230,89;268,53
2017-18;2;Matematica;11;Emilia-Romagna;197,16;1,71;38,41;0,75;133,21;167,58;224,51;259,75
2017-18;2;Matematica;12;Centro;201,83;1,54;39,88;0,69;143,28;174,56;230,89;268,53
2017-18;2;Matematica;13;Toscana;203,83;2,18;39,67;0,96;143,28;174,56;230,89;278,52
2017-18;2;Matematica;14;Umbria;203,15;2,35;37,76;1,01;143,28;174,56;224,51;268,53
2017-18;2;Matematica;15;Marche;203,68;2,07;39,50;0,91;143,28;174,56;230,89;268,53
2017-18;2;Matematica;16;Lazio;199,95;2,70;40,32;1,21;143,28;174,56;224,51;268,53
2017-18;2;Matematica;17;Sud;200,27;1,84;41,06;0,83;143,28;174,56;230,89;268,53
2017-18;2;Matematica;18;Abruzzo;200,58;2,78;39,48;1,24;143,28;174,56;230,89;268,53
2017-18;2;Matematica;19;Molise;215,08;5,06;42,51;2,25;152,14;187,62;244,43;290,36
2017-18;2;Matematica;20;Campania;198,15;3,01;42,35;1,39;133,21;167,58;224,51;268,53
2017-18;2;Matematica;21;Puglia;202,56;2,45;38,99;1,07;143,28;174,56;230,89;268,53
2017-18;2;Matematica;22;Sud e Isole;195,64;1,98;40,67;0,90;133,21;167,58;224,51;268,53
2017-18;2;Matematica;23;Basilicata;216,35;3,84;41,11;1,67;152,14;187,62;244,43;290,36
2017-18;2;Matematica;24;Calabria;193,82;2,86;38,07;1,27;133,21;167,58;218,29;259,75
2017-18;2;Matematica;25;Sicilia;194,89;3,19;42,03;1,48;133,21;167,58;224,51;268,53
2017-18;2;Matematica;26;Sardegna;193,60;2,32;36,79;1,01;133,21;167,58;218,29;259,75
2017-18;2;Matematica;99;Italia;200,00;0,72;40,00;0,32;143,28;174,56;224,51;268,53
2017-18;5;Matematica;1;Nord Ovest;201,95;1,66;39,97;0,74;140,75;175,81;230,77;266,60
2017-18;5;Matematica;2;Valle d'Aosta;197,79;3,20;38,20;1,41;134,12;171,52;222,56;260,27
2017-18;5;Matematica;3;Piemonte;202,77;3,07;40,55;1,37;140,75;175,81;226,61;273,69
2017-18;5;Matematica;4;Liguria;200,98;2,77;38,95;1,22;134,12;175,81;226,61;260,27
2017-18;5;Matematica;5;Lombardia;201,79;2,22;39,87;0,99;140,75;175,81;230,77;266,60
2017-18;5;Matematica;6;Nord Est;203,29;1,22;39,39;0,54;140,75;175,81;230,77;266,60
2017-18;5;Matematica;7;Prov. Aut. Bolzano (l. it.);198,89;0,00;37,37;1,13;140,75;175,81;222,56;260,27
2017-18;5;Matematica;8;Prov. Aut. Trento;207,64;2,26;39,29;0,98;146,78;179,96;235,07;273,69
2017-18;5;Matematica;9;Veneto;203,47;1,91;38,35;0,83;140,75;175,81;226,61;266,60
2017-18;5;Matematica;10;Friuli-Venezia Giulia;208,35;2,96;41,54;1,32;146,78;179,96;235,07;281,88
2017-18;5;Matematica;11;Emilia-Romagna;201,37;2,08;39,92;0,92;134,12;175,81;226,61;266,60
2017-18;5;Matematica;12;Centro;203,92;1,40;38,62;0,61;140,75;179,96;230,77;266,60
2017-18;5;Matematica;13;Toscana;206,92;2,19;38,77;0,95;146,78;179,96;230,77;273,69
2017-18;5;Matematica;14;Umbria;207,31;2,58;39,98;1,13;146,78;179,96;230,77;273,69
2017-18;5;Matematica;15;Marche;207,53;2,68;39,09;1,16;140,75;179,96;235,07;273,69
2017-18;5;Matematica;16;Lazio;200,64;2,31;37,92;1,00;134,12;175,81;226,61;260,27
2017-18;5;Matematica;17;Sud;197,42;1,73;40,98;0,79;134,12;167,07;222,56;266,60
2017-18;5;Matematica;18;Abruzzo;201,66;2,48;39,97;1,10;140,75;175,81;230,77;266,60
2017-18;5;Matematica;19;Molise;220,31;6,07;45,86;2,77;152,34;187,96;244,24;304,38
2017-18;5;Matematica;20;Campania;192,79;2,80;40,85;1,29;126,67;162,42;218,61;260,27
2017-18;5;Matematica;21;Puglia;202,26;1,98;39,92;0,88;140,75;175,81;226,61;266,60
2017-18;5;Matematica;22;Sud e Isole;190,65;1,72;39,53;0,79;126,67;162,42;218,61;254,52
2017-18;5;Matematica;23;Basilicata;211,22;3,63;40,22;1,58;146,78;184,00;239,55;273,69
2017-18;5;Matematica;24;Calabria;191,94;3,21;41,29;1,49;126,67;162,42;218,61;260,27
2017-18;5;Matematica;25;Sicilia;188,73;2,62;38,79;1,19;126,67;162,42;218,61;249,21
2017-18;5;Matematica;26;Sardegna;188,09;2,75;37,19;1,23;126,67;162,42;214,72;254,52
2017-18;5;Matematica;99;Italia;200,00;0,74;40,00;0,33;134,12;171,52;226,61;266,60
2017-18;8;Matematica;1;Nord Ovest;207,38;1,58;39,52;0,69;148,28;179,10;232,57;277,39
2017-18;8;Matematica;2;Valle d'Aosta;209,07;2,46;37,07;1,04;155,45;182,65;232,57;271,25
2017-18;8;Matematica;3;Piemonte;202,83;2,61;39,09;1,15;143,99;175,23;225,88;270,55
2017-18;8;Matematica;4;Liguria;203,71;2,09;37,31;0,89;146,14;177,35;228,23;267,07
2017-18;8;Matematica;5;Lombardia;209,71;2,16;39,81;0,94;150,20;181,74;234,15;279,91
2017-18;8;Matematica;6;Nord Est;211,29;0,94;40,18;0,41;150,20;183,26;237,11;279,91
2017-18;8;Matematica;7;Prov. Aut. Bolzano (l. it.);200,26;3,28;37,44;1,42;144,94;173,60;221,41;267,07
2017-18;8;Matematica;8;Prov. Aut. Trento;213,63;2,46;39,38;1,06;153,95;186,40;237,11;279,91
2017-18;8;Matematica;9;Veneto;210,99;1,40;39,69;0,61;150,28;183,30;235,60;279,91
2017-18;8;Matematica;10;Friuli-Venezia Giulia;213,27;1,75;38,90;0,75;153,17;188,03;236,98;278,10
2017-18;8;Matematica;11;Emilia-Romagna;211,19;1,73;41,20;0,77;148,28;182,22;238,14;280,80
2017-18;8;Matematica;12;Centro;204,24;1,20;38,45;0,52;144,94;177,66;228,77;270,71
2017-18;8;Matematica;13;Toscana;206,62;1,52;37,69;0,65;149,82;179,10;229,91;272,00
2017-18;8;Matematica;14;Umbria;209,80;2,12;38,17;0,90;150,77;183,04;232,86;275,74
2017-18;8;Matematica;15;Marche;209,50;1,94;40,10;0,85;148,28;181,50;233,45;280,21
2017-18;8;Matematica;16;Lazio;200,52;2,07;38,14;0,90;142,05;174,07;225,67;265,12
2017-18;8;Matematica;17;Sud;188,00;1,40;38,47;0,63;131,75;160,20;212,16;257,58
2017-18;8;Matematica;18;Abruzzo;200,39;2,04;38,27;0,89;144,64;173,62;224,05;268,56
2017-18;8;Matematica;19;Molise;201,63;2,46;40,32;1,10;140,30;173,50;228,23;272,00
2017-18;8;Matematica;20;Campania;182,75;2,14;38,07;0,98;126,94;155,35;205,71;251,50
2017-18;8;Matematica;21;Puglia;192,02;1,78;37,53;0,79;136,84;165,09;213,97;259,97
2017-18;8;Matematica;22;Sud e Isole;185,76;1,31;36,02;0,57;133,90;160,20;208,34;251,41
2017-18;8;Matematica;23;Basilicata;189,41;1,62;36,52;0,71;135,04;163,89;212,53;254,13
2017-18;8;Matematica;24;Calabria;181,23;2,14;36,23;0,96;129,44;155,45;204,03;243,85
2017-18;8;Matematica;25;Sicilia;185,39;2,00;35,79;0,88;133,90;160,20;207,94;251,50
2017-18;8;Matematica;26;Sardegna;191,83;2,14;35,41;0,92;139,23;165,38;213,95;255,83
2017-18;8;Matematica;99;Italia;200,00;0,76;40,00;0,34;139,23;173,11;225,47;270,55
2017-18;10;Matematica;1;Nord Ovest;212,14;1,87;38,96;0,80;154,11;184,23;235,97;282,01
2017-18;10;Matematica;2;Valle d'Aosta;204,50;5,48;35,20;2,27;150,76;180,76;222,20;273,15
2017-18;10;Matematica;3;Piemonte;207,29;3,23;38,30;1,39;150,89;179,79;231,06;277,58
2017-18;10;Matematica;4;Liguria;206,45;4,02;39,39;1,75;148,54;178,07;232,63;271,27
2017-18;10;Matematica;5;Lombardia;215,30;2,54;38,90;1,08;156,43;187,56;238,66;284,44
2017-18;10;Matematica;6;Nord Est;213,19;1,88;38,76;0,80;155,29;184,98;238,27;278,92
2017-18;10;Matematica;7;Prov. Aut. Bolzano (l. it.);203,04;0,00;38,75;2,52;145,76;174,66;227,88;271,27
2017-18;10;Matematica;8;Prov. Aut. Trento;219,46;4,15;37,05;1,71;161,30;192,79;244,71;284,42
2017-18;10;Matematica;9;Veneto;215,64;2,78;37,46;1,16;159,84;188,23;238,66;282,01
2017-18;10;Matematica;10;Friuli-Venezia Giulia;214,39;3,62;37,99;1,52;156,92;188,23;236,99;278,92
2017-18;10;Matematica;11;Emilia-Romagna;209,92;3,38;40,14;1,48;150,76;181,37;236,08;277,91
2017-18;10;Matematica;12;Centro;200,78;2,04;39,08;0,90;144,99;173,03;226,41;270,43
2017-18;10;Matematica;13;Toscana;203,24;3,59;38,89;1,57;144,99;174,96;230,35;270,43
2017-18;10;Matematica;14;Umbria;207,32;4,37;41,88;1,96;148,40;175,57;233,26;278,21
2017-18;10;Matematica;15;Marche;208,38;4,20;43,09;1,91;149,50;178,85;235,32;280,00
2017-18;10;Matematica;16;Lazio;196,02;3,30;36,87;1,43;143,79;170,56;218,15;262,24
2017-18;10;Matematica;17;Sud;189,10;1,82;38,08;0,82;137,55;162,29;212,20;259,91
2017-18;10;Matematica;18;Abruzzo;199,66;4,02;40,27;1,81;143,79;170,02;224,08;272,33
2017-18;10;Matematica;19;Molise;195,30;4,87;39,55;2,19;142,16;168,65;219,80;268,52
2017-18;10;Matematica;20;Campania;185,78;2,83;37,91;1,28;133,14;160,51;208,16;253,63
2017-18;10;Matematica;21;Puglia;190,76;2,72;36,90;1,19;138,84;165,77;212,30;259,96
2017-18;10;Matematica;22;Sud e Isole;182,17;1,65;35,14;0,73;132,28;159,25;202,77;244,71
2017-18;10;Matematica;23;Basilicata;195,87;4,49;37,48;1,96;143,47;170,02;218,47;263,94
2017-18;10;Matematica;24;Calabria;175,63;3,00;34,90;1,34;127,19;154,11;194,33;241,60
2017-18;10;Matematica;25;Sicilia;184,48;2,44;34,44;1,05;136,53;161,30;205,11;246,97
2017-18;10;Matematica;26;Sardegna;177,56;3,10;34,32;1,36;131,81;155,29;197,20;239,99
2017-18;10;Matematica;99;Italia;200,00;0,94;40,00;0,42;143,79;171,21;225,49;270,43
2016-17;2;Italiano;1;Nord Ovest;204,21;1,04;38,97;0,46;152,65;175,58;226,79;276,07
2016-17;2;Italiano;2;Valle d'Aosta;204,48;2,08;36,49;0,88;152,65;175,58;226,79;276,07
2016-17;2;Italiano;3;Piemonte;203,98;1,43;38,13;0,62;152,65;175,58;226,79;276,07
2016-17;2;Italiano;4;Liguria;203,52;3,27;42,15;1,49;137,34;175,58;226,79;291,17
2016-17;2;Italiano;5;Lombardia;204,39;1,45;38,91;0,63;152,65;175,58;226,79;276,07
2016-17;2;Italiano;6;Nord Est;199,99;1,13;39,71;0,50;137,34;175,58;226,79;276,07
2016-17;2;Italiano;7;Prov. Aut. Bolzano (l. it.);194,42;0,00;38,05;0,41;137,34;164,97;218,64;253,40
2016-17;2;Italiano;8;Prov. Aut. Trento;199,99;1,97;40,46;0,88;137,34;175,58;226,79;276,07
2016-17;2;Italiano;9;Veneto;200,46;2,09;38,97;0,92;137,34;175,58;226,79;263,90
2016-17;2;Italiano;10;Friuli-Venezia Giulia;198,27;1,66;38,71;0,73;137,34;175,58;226,79;276,07
2016-17;2;Italiano;11;Emilia-Romagna;199,95;1,60;40,67;0,72;137,34;175,58;226,79;276,07
2016-17;2;Italiano;12;Centro;201,79;1,40;40,91;0,63;137,34;175,58;226,79;276,07
2016-17;2;Italiano;13;Toscana;201,64;2,45;41,52;1,11;137,34;175,58;226,79;276,07
2016-17;2;Italiano;14;Umbria;205,90;2,01;39,52;0,88;152,65;175,58;235,17;276,07
2016-17;2;Italiano;15;Marche;202,88;1,77;38,18;0,77;137,34;175,58;226,79;276,07
2016-17;2;Italiano;16;Lazio;201,02;2,33;41,38;1,05;137,34;175,58;226,79;276,07
2016-17;2;Italiano;17;Sud;198,43;1,76;40,80;0,80;137,34;175,58;226,79;276,07
2016-17;2;Italiano;18;Abruzzo;199,81;1,71;37,34;0,74;137,34;175,58;226,79;263,90
2016-17;2;Italiano;19;Molise;210,89;2,96;39,08;1,28;152,65;185,12;235,17;276,07
2016-17;2;Italiano;20;Campania;197,69;2,94;42,54;1,37;137,34;164,97;226,79;276,07
2016-17;2;Italiano;21;Puglia;198,46;2,21;38,91;0,98;137,34;175,58;226,79;263,90
2016-17;2;Italiano;22;Sud e Isole;192,36;1,53;38,65;0,68;137,34;164,97;218,64;263,90
2016-17;2;Italiano;23;Basilicata;206,24;2,51;39,24;1,10;152,65;175,58;226,79;276,07
2016-17;2;Italiano;24;Calabria;188,34;1,63;35,38;0,71;137,34;164,97;210,56;253,40
2016-17;2;Italiano;25;Sicilia;189,57;2,23;38,73;1,01;137,34;164,97;210,56;253,40
2016-17;2;Italiano;26;Sardegna;202,92;3,44;39,38;1,52;137,34;175,58;226,79;276,07
2016-17;2;Italiano;99;Italia;200,00;0,63;40,00;0,28;137,34;175,58;226,79;276,07
2016-17;5;Italiano;1;Nord Ovest;206,27;1,18;38,89;0,51;143,75;181,82;233,29;267,38
2016-17;5;Italiano;2;Valle d'Aosta;205,78;1,90;34,25;0,77;149,09;181,82;227,88;267,38
2016-17;5;Italiano;3;Piemonte;205,06;1,94;38,63;0,84;143,75;177,42;233,29;267,38
2016-17;5;Italiano;4;Liguria;207,28;2,94;39,33;1,28;143,75;181,82;233,29;267,38
2016-17;5;Italiano;5;Lombardia;206,63;1,61;38,98;0,70;143,75;181,82;233,29;267,38
2016-17;5;Italiano;6;Nord Est;202,18;1,08;38,35;0,47;138,10;177,42;227,88;267,38
2016-17;5;Italiano;7;Prov. Aut. Bolzano (l. it.);194,78;0,00;36,76;0,51;138,10;172,96;217,79;251,80
2016-17;5;Italiano;8;Prov. Aut. Trento;202,75;1,84;38,20;0,80;138,10;177,42;227,88;267,38
2016-17;5;Italiano;9;Veneto;203,75;1,55;35,76;0,65;143,75;177,42;227,88;259,14
2016-17;5;Italiano;10;Friuli-Venezia Giulia;204,94;1,92;38,66;0,84;143,75;177,42;233,29;267,38
2016-17;5;Italiano;11;Emilia-Romagna;199,68;1,99;40,94;0,90;132,07;172,96;227,88;267,38
2016-17;5;Italiano;12;Centro;202,27;1,27;38,98;0,56;138,10;177,42;227,88;267,38
2016-17;5;Italiano;13;Toscana;203,97;2,42;39,26;1,06;138,10;177,42;233,29;267,38
2016-17;5;Italiano;14;Umbria;209,02;2,25;38,13;0,96;149,09;181,82;233,29;276,92
2016-17;5;Italiano;15;Marche;203,96;2,17;40,03;0,96;138,10;177,42;233,29;267,38
2016-17;5;Italiano;16;Lazio;199,84;1,95;38,48;0,85;138,10;172,96;227,88;259,14
2016-17;5;Italiano;17;Sud;194,27;1,70;41,16;0,78;125,54;168,44;222,73;259,14
2016-17;5;Italiano;18;Abruzzo;202,43;2,20;39,26;0,97;138,10;177,42;227,88;267,38
2016-17;5;Italiano;19;Molise;205,76;1,94;36,11;0,81;143,75;181,82;227,88;259,14
2016-17;5;Italiano;20;Campania;192,91;2,75;42,38;1,29;118,35;163,82;222,73;259,14
2016-17;5;Italiano;21;Puglia;193,38;2,26;39,62;1,02;125,54;163,82;217,79;259,14
2016-17;5;Italiano;22;Sud e Isole;191,77;1,80;41,02;0,83;125,54;163,82;217,79;259,14
2016-17;5;Italiano;23;Basilicata;201,17;2,37;39,18;1,05;132,07;172,96;227,88;267,38
2016-17;5;Italiano;24;Calabria;184,01;2,46;39,90;1,14;118,35;159,08;208,36;251,80
2016-17;5;Italiano;25;Sicilia;191,38;2,81;41,86;1,31;125,54;163,82;217,79;259,14
2016-17;5;Italiano;26;Sardegna;200,45;2,89;37,64;1,25;138,10;172,96;227,88;267,38
2016-17;5;Italiano;99;Italia;200,00;0,68;40,00;0,30;132,07;172,96;227,88;267,38
2016-17;8;Italiano;1;Nord Ovest;206,12;0,95;35,55;0,39;144,86;184,11;229,35;262,00
2016-17;8;Italiano;2;Valle d'Aosta;212,16;1,93;31,05;0,74;164,36;191,52;231,73;264,85
2016-17;8;Italiano;3;Piemonte;205,15;1,60;34,99;0,66;144,53;183,42;228,13;260,88
2016-17;8;Italiano;4;Liguria;203,13;3,04;39,24;1,34;140,58;182,61;227,84;260,33
2016-17;8;Italiano;5;Lombardia;206,84;1,26;35,27;0,52;148,15;185,40;230,07;262,83
2016-17;8;Italiano;6;Nord Est;207,74;0,69;34,60;0,28;149,52;186,33;230,24;262,69
2016-17;8;Italiano;7;Prov. Aut. Bolzano (l. it.);200,87;0,00;35,01;0,31;143,36;178,55;224,41;260,84
2016-17;8;Italiano;8;Prov. Aut. Trento;204,76;1,71;35,18;0,71;149,06;182,87;229,15;262,87
2016-17;8;Italiano;9;Veneto;207,07;1,08;33,91;0,44;149,58;185,60;230,12;261,21
2016-17;8;Italiano;10;Friuli-Venezia Giulia;211,04;1,24;32,32;0,49;157,79;191,39;230,65;264,20
2016-17;8;Italiano;11;Emilia-Romagna;208,13;1,20;35,81;0,50;148,05;186,24;230,36;268,83
2016-17;8;Italiano;12;Centro;202,17;1,34;37,46;0,58;136,24;179,90;226,12;260,88
2016-17;8;Italiano;13;Toscana;203,06;1,98;37,11;0,85;140,08;180,74;225,94;261,98
2016-17;8;Italiano;14;Umbria;200,65;6,79;44,96;3,21;108,68;179,57;229,22;266,01
2016-17;8;Italiano;15;Marche;208,40;1,17;33,84;0,47;151,44;186,75;229,78;262,18
2016-17;8;Italiano;16;Lazio;200,27;2,18;37,15;0,94;133,94;178,42;224,90;259,18
2016-17;8;Italiano;17;Sud;193,79;1,68;41,33;0,77;129,06;171,07;219,25;258,00
2016-17;8;Italiano;18;Abruzzo;199,82;3,28;40,81;1,48;135,88;179,14;225,42;261,29
