Anno;Grado;Materia;Ordinatore;Ripartizione_geografica;Punteggio_WLE;ES;Deviazione_standard_WLE;ES_SD;Percentile5;Percentile25;Percentile75;Percentile95
2013-14;2;Matematica;19;Molise;204,53;3,43;40,57;1,53;137,52;180,19;232,79;268,19
2013-14;2;Matematica;20;Campania;199,23;3,24;44,07;1,52;128,79;167,09;225,58;280,41
2013-14;2;Matematica;21;Puglia;204,54;3,05;42,50;1,39;137,52;173,72;232,79;280,41
2013-14;2;Matematica;22;Sud e Isole;197,63;2,19;43,31;1,03;128,79;167,09;225,58;268,19
2013-14;2;Matematica;23;Basilicata;208,30;5,02;45,31;2,34;137,52;180,19;240,45;280,41
2013-14;2;Matematica;24;Calabria;200,43;4,53;46,26;2,18;128,79;167,09;232,79;280,41
2013-14;2;Matematica;25;Sicilia;194,18;3,17;42,14;1,48;128,79;167,09;218,69;268,19
2013-14;2;Matematica;26;Sardegna;202,77;3,30;40,92;1,48;137,52;173,72;232,79;268,19
2013-14;2;Matematica;99;Italia;200,00;0,72;40,00;0,32;137,52;173,72;225,58;268,19
2013-14;5;Matematica;1;Nord Ovest;202,34;1,50;39,05;0,66;144,65;173,89;226,92;270,45
2013-14;5;Matematica;2;Valle d'Aosta;203,42;2,04;35,26;0,85;149,87;178,47;226,92;261,01
2013-14;5;Matematica;3;Piemonte;203,87;2,78;41,93;1,26;139,20;173,89;232,70;270,45
2013-14;5;Matematica;4;Liguria;204,81;2,97;39,64;1,31;149,87;178,47;226,92;281,81
2013-14;5;Matematica;5;Lombardia;201,36;2,01;37,72;0,87;144,65;173,89;226,92;270,45
2013-14;5;Matematica;6;Nord Est;203,35;1,42;38,52;0,62;144,65;178,47;226,92;270,45
2013-14;5;Matematica;7;Prov. Aut. Bolzano (l. it.);200,96;0,00;39,15;0,96;144,65;173,89;226,92;270,45
2013-14;5;Matematica;8;Prov. Aut. Trento;206,26;2,85;40,69;1,27;144,65;178,47;232,70;281,81
2013-14;5;Matematica;9;Veneto;202,71;2,33;37,26;1,00;144,65;178,47;226,92;270,45
2013-14;5;Matematica;10;Friuli-Venezia Giulia;209,34;2,50;40,79;1,10;144,65;178,47;232,70;281,81
2013-14;5;Matematica;11;Emilia-Romagna;202,17;2,37;38,88;1,04;139,20;173,89;226,92;270,45
2013-14;5;Matematica;12;Centro;200,72;1,31;36,96;0,56;144,65;173,89;226,92;261,01
2013-14;5;Matematica;13;Toscana;202,50;2,56;38,20;1,11;144,65;173,89;226,92;270,45
2013-14;5;Matematica;14;Umbria;204,53;1,78;37,07;0,76;144,65;178,47;226,92;270,45
2013-14;5;Matematica;15;Marche;205,28;1,89;36,94;0,80;144,65;178,47;232,70;261,01
2013-14;5;Matematica;16;Lazio;197,92;2,01;35,96;0,86;144,65;173,89;221,44;261,01
2013-14;5;Matematica;17;Sud;198,54;2,07;41,85;0,95;133,48;169,27;226,92;270,45
2013-14;5;Matematica;18;Abruzzo;197,59;2,58;38,96;1,15;139,20;169,27;221,44;261,01
2013-14;5;Matematica;19;Molise;202,76;4,03;41,20;1,82;139,20;173,89;232,70;270,45
2013-14;5;Matematica;20;Campania;196,91;3,25;42,41;1,51;133,48;169,27;221,44;270,45
2013-14;5;Matematica;21;Puglia;201,15;3,10;41,61;1,41;139,20;169,27;226,92;270,45
2013-14;5;Matematica;22;Sud e Isole;193,52;2,56;43,06;1,21;133,48;164,58;221,44;270,45
2013-14;5;Matematica;23;Basilicata;197,19;3,35;37,40;1,46;139,20;169,27;221,44;261,01
2013-14;5;Matematica;24;Calabria;203,62;4,52;43,46;2,09;139,20;173,89;232,70;281,81
2013-14;5;Matematica;25;Sicilia;188,50;3,83;43,57;1,84;127,42;159,80;211,16;270,45
2013-14;5;Matematica;26;Sardegna;197,35;3,34;39,12;1,49;144,65;169,27;221,44;281,81
2013-14;5;Matematica;99;Italia;200,00;0,82;40,00;0,37;139,20;173,89;226,92;270,45
2013-14;8;Matematica;1;Nord Ovest;208,83;0,86;34,76;0,35;156,04;185,36;229,59;268,52
2013-14;8;Matematica;2;Valle d'Aosta;208,35;2,99;30,34;1,14;161,88;189,17;224,46;261,53
2013-14;8;Matematica;3;Piemonte;207,43;1,46;34,54;0,60;151,91;184,80;229,02;265,56
2013-14;8;Matematica;4;Liguria;208,26;1,71;32,35;0,67;157,74;186,36;226,73;266,49
2013-14;8;Matematica;5;Lombardia;209,50;1,18;35,22;0,48;156,19;185,71;230,12;270,43
2013-14;8;Matematica;6;Nord Est;209,21;0,75;34,25;0,30;156,51;185,78;230,23;266,97
2013-14;8;Matematica;7;Prov. Aut. Bolzano (l. it.);204,49;0,00;34,41;0,86;152,20;180,70;226,49;264,81
2013-14;8;Matematica;8;Prov. Aut. Trento;209,74;1,76;37,48;0,74;154,30;184,93;231,82;280,56
2013-14;8;Matematica;9;Veneto;209,95;1,15;33,27;0,46;157,23;187,10;230,71;266,10
2013-14;8;Matematica;10;Friuli-Venezia Giulia;212,97;1,39;32,58;0,54;163,53;189,96;232,42;270,16
2013-14;8;Matematica;11;Emilia-Romagna;207,33;1,35;35,22;0,56;151,52;184,97;229,48;267,00
2013-14;8;Matematica;12;Centro;203,58;1,56;38,03;0,67;144,26;181,00;225,90;264,95
2013-14;8;Matematica;13;Toscana;207,58;1,40;34,74;0,57;151,86;182,21;228,85;266,25
2013-14;8;Matematica;14;Umbria;201,74;3,80;35,95;1,60;139,82;180,36;223,81;262,81
2013-14;8;Matematica;15;Marche;208,01;1,40;35,79;0,58;151,60;184,74;228,97;266,25
2013-14;8;Matematica;16;Lazio;200,24;2,92;40,40;1,31;131,61;180,34;224,60;261,49
2013-14;8;Matematica;17;Sud;190,95;2,24;44,41;1,08;111,41;168,61;217,45;258,74
2013-14;8;Matematica;18;Abruzzo;204,59;2,72;36,91;1,16;145,33;182,08;225,99;265,81
2013-14;8;Matematica;19;Molise;196,03;5,88;47,75;2,90;100,23;175,90;223,46;271,96
2013-14;8;Matematica;20;Campania;187,40;3,50;45,52;1,73;94,82;166,01;215,02;256,69
2013-14;8;Matematica;21;Puglia;192,31;3,37;43,51;1,60;122,64;169,44;219,03;258,97
2013-14;8;Matematica;22;Sud e Isole;184,21;2,34;42,04;1,12;107,71;162,78;210,57;245,90
2013-14;8;Matematica;23;Basilicata;192,87;5,40;44,50;2,59;102,29;171,86;220,63;261,91
2013-14;8;Matematica;24;Calabria;179,92;4,93;47,27;2,53;72,00;163,26;208,13;239,18
2013-14;8;Matematica;25;Sicilia;182,30;3,55;41,13;1,68;108,12;160,78;209,38;244,65
2013-14;8;Matematica;26;Sardegna;193,59;2,53;34,24;1,06;140,62;170,77;214,26;256,06
2013-14;8;Matematica;99;Italia;200,00;0,79;40,00;0,35;136,59;177,33;224,41;264,35
2013-14;10;Matematica;1;Nord Ovest;210,61;1,97;38,56;0,84;157,29;185,20;236,01;280,10
2013-14;10;Matematica;2;Valle d'Aosta;205,64;6,92;33,49;2,79;152,20;180,79;227,45;263,81
2013-14;10;Matematica;3;Piemonte;203,82;2,67;36,05;1,12;152,20;180,79;223,23;268,98
2013-14;10;Matematica;4;Liguria;194,45;3,08;35,50;1,32;141,49;171,71;214,86;258,85
2013-14;10;Matematica;5;Lombardia;216,18;2,77;38,97;1,18;157,29;189,55;240,38;286,16
2013-14;10;Matematica;6;Nord Est;211,10;1,79;39,29;0,77;152,20;185,20;236,01;280,10
2013-14;10;Matematica;7;Prov. Aut. Bolzano (l. it.);212,80;0,00;33,95;1,24;157,29;189,55;231,70;274,39
2013-14;10;Matematica;8;Prov. Aut. Trento;219,63;4,80;36,81;1,97;167,03;193,85;240,38;286,16
2013-14;10;Matematica;9;Veneto;211,30;2,76;38,12;1,17;157,29;185,20;236,01;280,10
2013-14;10;Matematica;10;Friuli-Venezia Giulia;217,46;4,35;40,51;1,88;157,29;189,55;244,83;292,66
2013-14;10;Matematica;11;Emilia-Romagna;208,21;3,22;40,27;1,42;152,20;180,79;231,70;274,39
2013-14;10;Matematica;12;Centro;198,10;2,13;40,64;0,97;135,81;171,71;223,23;268,98
2013-14;10;Matematica;13;Toscana;202,31;3,69;43,35;1,71;141,49;176,30;231,70;280,10
2013-14;10;Matematica;14;Umbria;203,70;4,79;40,75;2,14;146,94;176,30;227,45;274,39
2013-14;10;Matematica;15;Marche;206,72;3,44;39,31;1,50;146,94;180,79;231,70;274,39
2013-14;10;Matematica;16;Lazio;191,90;3,57;38,24;1,60;129,87;167,03;214,86;258,85
2013-14;10;Matematica;17;Sud;192,26;1,87;38,49;0,84;135,81;167,03;214,86;258,85
2013-14;10;Matematica;18;Abruzzo;194,04;3,90;38,60;1,74;141,49;167,03;219,03;258,85
2013-14;10;Matematica;19;Molise;192,08;5,06;36,61;2,21;141,49;167,03;214,86;258,85
2013-14;10;Matematica;20;Campania;188,27;2,55;37,02;1,13;129,87;162,23;210,68;249,38
2013-14;10;Matematica;21;Puglia;197,77;3,41;40,00;1,53;135,81;171,71;223,23;268,98
2013-14;10;Matematica;22;Sud e Isole;186,30;1,88;36,90;0,83;129,87;162,23;210,68;254,04
2013-14;10;Matematica;23;Basilicata;194,41;3,61;34,76;1,53;141,49;167,03;214,86;254,04
2013-14;10;Matematica;24;Calabria;189,33;4,10;39,65;1,88;129,87;162,23;214,86;258,85
2013-14;10;Matematica;25;Sicilia;185,49;2,86;36,87;1,28;129,87;162,23;206,51;254,04
2013-14;10;Matematica;26;Sardegna;180,05;2,62;31,51;1,09;135,81;157,29;198,10;240,38
2013-14;10;Matematica;99;Italia;200,00;0,94;40,00;0,42;141,49;171,71;223,23;268,98
2012-13;2;Italiano;1;Nord Ovest;204,19;1,18;999,00;999,00;142,11;177,07;226,02;271,28
2012-13;2;Italiano;2;Valle d'Aosta;205,99;2,80;999,00;999,00;142,11;184,99;226,02;257,48
2012-13;2;Italiano;3;Piemonte;206,90;1,35;999,00;999,00;151,68;184,99;226,02;271,28
2012-13;2;Italiano;4;Liguria;203,20;1,93;999,00;999,00;142,11;177,07;226,02;257,48
2012-13;2;Italiano;5;Lombardia;203,19;1,73;999,00;999,00;142,11;177,07;226,02;271,28
2012-13;2;Italiano;6;Nord Est;202,92;1,07;999,00;999,00;142,11;177,07;226,02;271,28
2012-13;2;Italiano;7;Prov. Aut. Bolzano (l. it.);201,06;0,00;999,00;999,00;142,11;177,07;226,02;271,28
2012-13;2;Italiano;8;Prov. Aut. Trento;210,60;2,73;999,00;999,00;151,68;184,99;235,44;271,28
2012-13;2;Italiano;9;Veneto;202,32;1,71;999,00;999,00;142,11;177,07;226,02;257,48
2012-13;2;Italiano;10;Friuli-Venezia Giulia;206,87;2,50;999,00;999,00;142,11;177,07;235,44;271,28
2012-13;2;Italiano;11;Emilia-Romagna;201,63;1,79;999,00;999,00;131,65;177,07;226,02;271,28
2012-13;2;Italiano;12;Centro;200,70;1,05;999,00;999,00;142,11;177,07;226,02;257,48
2012-13;2;Italiano;13;Toscana;197,76;1,83;999,00;999,00;131,65;168,92;226,02;257,48
2012-13;2;Italiano;14;Umbria;202,18;1,72;999,00;999,00;142,11;177,07;226,02;271,28
2012-13;2;Italiano;15;Marche;206,99;2,21;999,00;999,00;142,11;177,07;235,44;271,28
2012-13;2;Italiano;16;Lazio;200,59;1,64;999,00;999,00;142,11;177,07;226,02;257,48
2012-13;2;Italiano;17;Sud;195,78;1,42;999,00;999,00;131,65;168,92;217,21;257,48
2012-13;2;Italiano;18;Abruzzo;201,00;1,56;999,00;999,00;142,11;177,07;226,02;257,48
2012-13;2;Italiano;19;Molise;201,36;2,60;999,00;999,00;142,11;177,07;226,02;257,48
2012-13;2;Italiano;20;Campania;192,84;2,32;999,00;999,00;131,65;168,92;217,21;257,48
2012-13;2;Italiano;21;Puglia;198,66;1,80;999,00;999,00;142,11;177,07;226,02;257,48
2012-13;2;Italiano;22;Sud e Isole;194,13;1,56;999,00;999,00;131,65;168,92;217,21;257,48
2012-13;2;Italiano;23;Basilicata;197,68;2,86;999,00;999,00;131,65;168,92;226,02;257,48
2012-13;2;Italiano;24;Calabria;191,71;2,97;999,00;999,00;131,65;168,92;217,21;257,48
2012-13;2;Italiano;25;Sicilia;192,42;2,34;999,00;999,00;131,65;168,92;217,21;257,48
2012-13;2;Italiano;26;Sardegna;203,80;1,99;999,00;999,00;142,11;177,07;226,02;271,28
2012-13;2;Italiano;99;Italia;200,00;0,59;999,00;999,00;131,65;177,07;226,02;257,48
2012-13;5;Italiano;1;Nord Ovest;206,00;1,19;999,00;999,00;143,02;179,97;234,69;264,47
2012-13;5;Italiano;2;Valle d'Aosta;209,08;2,52;999,00;999,00;147,45;183,96;234,69;264,47
2012-13;5;Italiano;3;Piemonte;207,75;1,80;999,00;999,00;143,02;183,96;234,69;264,47
2012-13;5;Italiano;4;Liguria;206,75;2,10;999,00;999,00;147,45;183,96;234,69;264,47
2012-13;5;Italiano;5;Lombardia;205,14;1,68;999,00;999,00;143,02;179,97;228,94;264,47
2012-13;5;Italiano;6;Nord Est;204,35;1,17;999,00;999,00;133,65;176,02;234,69;264,47
2012-13;5;Italiano;7;Prov. Aut. Bolzano (l. it.);196,68;0,00;999,00;999,00;133,65;168,09;223,58;264,47
2012-13;5;Italiano;8;Prov. Aut. Trento;207,11;1,84;999,00;999,00;143,02;183,96;228,94;264,47
2012-13;5;Italiano;9;Veneto;205,13;1,81;999,00;999,00;138,44;179,97;234,69;264,47
2012-13;5;Italiano;10;Friuli-Venezia Giulia;205,98;2,08;999,00;999,00;143,02;179,97;228,94;264,47
2012-13;5;Italiano;11;Emilia-Romagna;202,84;2,10;999,00;999,00;128,62;176,02;228,94;264,47
2012-13;5;Italiano;12;Centro;202,32;1,13;999,00;999,00;133,65;176,02;228,94;264,47
2012-13;5;Italiano;13;Toscana;203,62;1,94;999,00;999,00;133,65;179,97;228,94;264,47
2012-13;5;Italiano;14;Umbria;204,11;2,81;999,00;999,00;133,65;176,02;234,69;264,47
2012-13;5;Italiano;15;Marche;205,51;1,71;999,00;999,00;143,02;179,97;228,94;264,47
2012-13;5;Italiano;16;Lazio;200,42;1,83;999,00;999,00;128,62;176,02;228,94;264,47
2012-13;5;Italiano;17;Sud;193,98;1,38;999,00;999,00;128,62;168,09;223,58;255,54
2012-13;5;Italiano;18;Abruzzo;204,85;1,90;999,00;999,00;133,65;176,02;234,69;275,26
2012-13;5;Italiano;19;Molise;200,26;2,53;999,00;999,00;133,65;172,06;228,94;264,47
2012-13;5;Italiano;20;Campania;191,84;2,23;999,00;999,00;128,62;164,09;218,53;255,54
2012-13;5;Italiano;21;Puglia;194,13;1,77;999,00;999,00;128,62;168,09;223,58;255,54
2012-13;5;Italiano;22;Sud e Isole;190,51;1,27;999,00;999,00;128,62;164,09;218,53;255,54
2012-13;5;Italiano;23;Basilicata;197,41;2,59;999,00;999,00;128,62;172,06;223,58;255,54
2012-13;5;Italiano;24;Calabria;190,83;2,88;999,00;999,00;123,31;164,09;218,53;255,54
2012-13;5;Italiano;25;Sicilia;187,89;1,79;999,00;999,00;123,31;160,05;213,72;247,80
2012-13;5;Italiano;26;Sardegna;197,90;1,90;999,00;999,00;138,44;168,09;223,58;264,47
2012-13;5;Italiano;99;Italia;200,00;0,61;999,00;999,00;133,65;172,06;228,94;264,47
2012-13;8;Italiano;1;Nord Ovest;204,87;1,64;999,00;999,00;136,98;186,60;228,64;257,82
2012-13;8;Italiano;2;Valle d'Aosta;189,32;14,66;999,00;999,00;59,75;174,27;223,85;246,97
2012-13;8;Italiano;3;Piemonte;203,38;2,64;999,00;999,00;146,72;184,55;225,95;256,79
2012-13;8;Italiano;4;Liguria;200,72;3,73;999,00;999,00;118,58;181,60;226,67;258,44
2012-13;8;Italiano;5;Lombardia;206,28;2,26;999,00;999,00;137,20;187,83;230,48;258,59
2012-13;8;Italiano;6;Nord Est;209,46;1,15;999,00;999,00;153,48;190,23;231,16;259,00
2012-13;8;Italiano;7;Prov. Aut. Bolzano (l. it.);200,75;0,00;999,00;999,00;140,20;185,24;222,71;247,55
2012-13;8;Italiano;8;Prov. Aut. Trento;211,99;1,36;999,00;999,00;165,47;192,94;230,56;258,97
2012-13;8;Italiano;9;Veneto;210,47;2,07;999,00;999,00;151,49;191,98;233,06;258,77
2012-13;8;Italiano;10;Friuli-Venezia Giulia;206,04;3,49;999,00;999,00;140,84;190,62;228,33;257,60
2012-13;8;Italiano;11;Emilia-Romagna;208,99;1,44;999,00;999,00;155,22;187,93;230,20;259,80
2012-13;8;Italiano;12;Centro;199,78;2,39;999,00;999,00;104,77;183,23;226,39;255,71
2012-13;8;Italiano;13;Toscana;202,48;3,95;999,00;999,00;111,41;187,08;228,52;258,38
2012-13;8;Italiano;14;Umbria;207,79;2,34;999,00;999,00;155,58;189,91;227,10;258,08
2012-13;8;Italiano;15;Marche;209,28;2,39;999,00;999,00;156,65;192,19;229,37;259,44
2012-13;8;Italiano;16;Lazio;194,47;4,07;999,00;999,00;98,86;176,95;223,39;252,43
2012-13;8;Italiano;17;Sud;197,43;1,59;999,00;999,00;137,49;175,74;220,03;253,16
2012-13;8;Italiano;18;Abruzzo;206,14;2,92;999,00;999,00;155,69;187,88;227,49;256,73
2012-13;8;Italiano;19;Molise;206,38;4,12;999,00;999,00;136,60;187,24;228,29;259,98
2012-13;8;Italiano;20;Campania;194,89;2,23;999,00;999,00;140,60;173,60;217,23;247,65
2012-13;8;Italiano;21;Puglia;198,48;2,89;999,00;999,00;130,41;175,83;222,80;258,04
2012-13;8;Italiano;22;Sud e Isole;186,29;3,04;999,00;999,00;83,93;168,04;217,02;250,38
2012-13;8;Italiano;23;Basilicata;192,96;5,47;999,00;999,00;110,87;170,39;223,01;254,91
2012-13;8;Italiano;24;Calabria;190,83;4,30;999,00;999,00;85,93;172,35;218,10;251,18
2012-13;8;Italiano;25;Sicilia;181,27;4,81;999,00;999,00;80,78;157,61;215,01;248,32
2012-13;8;Italiano;26;Sardegna;196,63;4,19;999,00;999,00;123,22;182,50;217,82;248,32
2012-13;8;Italiano;99;Italia;200,00;0,92;999,00;999,00;121,49;180,91;225,63;256,26
2012-13;10;Italiano;1;Nord Ovest;211,81;1,76;999,00;999,00;149,23;188,38;238,65;269,15
2012-13;10;Italiano;2;Valle d'Aosta;213,45;6,91;999,00;999,00;156,04;191,61;238,65;269,15
2012-13;10;Italiano;3;Piemonte;210,14;3,16;999,00;999,00;142,17;188,38;238,65;269,15
2012-13;10;Italiano;4;Liguria;205,11;3,81;999,00;999,00;138,52;178,77;230,35;269,15
2012-13;10;Italiano;5;Lombardia;213,59;2,39;999,00;999,00;152,66;191,61;238,65;269,15
2012-13;10;Italiano;6;Nord Est;209,72;1,82;999,00;999,00;142,17;185,17;234,42;269,15
2012-13;10;Italiano;7;Prov. Aut. Bolzano (l. it.);207,18;0,00;999,00;999,00;145,73;185,17;230,35;269,15
2012-13;10;Italiano;8;Prov. Aut. Trento;218,13;3,58;999,00;999,00;159,37;198,15;238,65;269,15
2012-13;10;Italiano;9;Veneto;211,37;2,52;999,00;999,00;152,66;191,61;234,42;269,15
2012-13;10;Italiano;10;Friuli-Venezia Giulia;209,40;4,09;999,00;999,00;138,52;185,17;238,65;269,15
2012-13;10;Italiano;11;Emilia-Romagna;206,96;3,65;999,00;999,00;134,77;181,97;234,42;275,57
2012-13;10;Italiano;12;Centro;199,05;1,67;999,00;999,00;134,77;175,58;226,41;257,73
2012-13;10;Italiano;13;Toscana;198,14;3,36;999,00;999,00;130,91;172,37;226,41;263,23
2012-13;10;Italiano;14;Umbria;204,04;3,95;999,00;999,00;138,52;178,77;230,35;269,15
2012-13;10;Italiano;15;Marche;205,48;3,42;999,00;999,00;138,52;181,97;230,35;269,15
2012-13;10;Italiano;16;Lazio;196,85;2,50;999,00;999,00;138,52;175,58;222,60;252,57
2012-13;10;Italiano;17;Sud;192,11;1,68;999,00;999,00;126,94;165,92;218,89;252,57
2012-13;10;Italiano;18;Abruzzo;194,31;3,56;999,00;999,00;130,91;169,15;222,60;257,73
2012-13;10;Italiano;19;Molise;192,40;5,14;999,00;999,00;126,94;165,92;218,89;257,73
2012-13;10;Italiano;20;Campania;189,48;2,56;999,00;999,00;122,83;162,66;215,26;247,69
2012-13;10;Italiano;21;Puglia;195,34;2,68;999,00;999,00;134,77;172,37;218,89;257,73
2012-13;10;Italiano;22;Sud e Isole;185,07;1,87;999,00;999,00;122,83;159,37;211,72;247,69
2012-13;10;Italiano;23;Basilicata;193,48;3,13;999,00;999,00;134,77;169,15;215,26;247,69
2012-13;10;Italiano;24;Calabria;186,66;3,37;999,00;999,00;122,83;162,66;211,72;247,69
2012-13;10;Italiano;25;Sicilia;183,11;3,01;999,00;999,00;118,54;156,04;208,24;247,69
2012-13;10;Italiano;26;Sardegna;185,72;2,85;999,00;999,00;122,83;162,66;211,72;243,07
2012-13;10;Italiano;99;Italia;200,00;0,85;999,00;999,00;134,77;175,58;226,41;263,23
2012-13;2;Matematica;1;Nord Ovest;202,52;1,17;999,00;999,00;138,92;177,44;228,52;270,00
2012-13;2;Matematica;2;Valle d'Aosta;203,80;2,89;999,00;999,00;138,92;182,97;228,52;270,00
2012-13;2;Matematica;3;Piemonte;205,64;1,55;999,00;999,00;146,44;177,44;228,52;270,00
2012-13;2;Matematica;4;Liguria;201,18;2,52;999,00;999,00;146,44;177,44;222,19;259,51
2012-13;2;Matematica;5;Lombardia;201,41;1,67;999,00;999,00;138,92;171,78;228,52;270,00
2012-13;2;Matematica;6;Nord Est;202,19;1,09;999,00;999,00;138,92;177,44;228,52;270,00
2012-13;2;Matematica;7;Prov. Aut. Bolzano (l. it.);204,14;0,00;999,00;999,00;146,44;177,44;228,52;270,00
2012-13;2;Matematica;8;Prov. Aut. Trento;210,32;2,50;999,00;999,00;146,44;188,42;235,21;282,76
2012-13;2;Matematica;9;Veneto;201,51;1,57;999,00;999,00;138,92;177,44;228,52;270,00
2012-13;2;Matematica;10;Friuli-Venezia Giulia;207,47;2,82;999,00;999,00;146,44;177,44;235,21;270,00
2012-13;2;Matematica;11;Emilia-Romagna;200,49;1,98;999,00;999,00;138,92;177,44;228,52;259,51
2012-13;2;Matematica;12;Centro;203,39;1,27;999,00;999,00;146,44;177,44;228,52;270,00
2012-13;2;Matematica;13;Toscana;200,74;1,68;999,00;999,00;138,92;177,44;222,19;270,00
2012-13;2;Matematica;14;Umbria;205,04;2,97;999,00;999,00;138,92;177,44;228,52;282,76
2012-13;2;Matematica;15;Marche;206,09;1,96;999,00;999,00;146,44;177,44;235,21;270,00
2012-13;2;Matematica;16;Lazio;204,02;2,25;999,00;999,00;146,44;177,44;228,52;270,00
2012-13;2;Matematica;17;Sud;195,59;1,80;999,00;999,00;130,54;165,92;222,19;270,00
2012-13;2;Matematica;18;Abruzzo;200,29;2,59;999,00;999,00;138,92;171,78;228,52;270,00
2012-13;2;Matematica;19;Molise;198,77;3,04;999,00;999,00;138,92;171,78;222,19;259,51
2012-13;2;Matematica;20;Campania;192,73;2,77;999,00;999,00;130,54;165,92;222,19;270,00
2012-13;2;Matematica;21;Puglia;198,57;2,76;999,00;999,00;138,92;171,78;222,19;270,00
2012-13;2;Matematica;22;Sud e Isole;194,74;1,91;999,00;999,00;130,54;165,92;222,19;270,00
2012-13;2;Matematica;23;Basilicata;201,10;2,66;999,00;999,00;146,44;177,44;222,19;259,51
2012-13;2;Matematica;24;Calabria;197,06;3,63;999,00;999,00;130,54;165,92;222,19;270,00
2012-13;2;Matematica;25;Sicilia;190,56;2,78;999,00;999,00;130,54;159,80;216,17;259,51
2012-13;2;Matematica;26;Sardegna;205,42;3,17;999,00;999,00;138,92;177,44;235,21;282,76
2012-13;2;Matematica;99;Italia;200,00;0,67;999,00;999,00;138,92;171,78;228,52;270,00
2012-13;5;Matematica;1;Nord Ovest;205,72;1,43;999,00;999,00;146,29;175,97;233,10;274,42
2012-13;5;Matematica;2;Valle d'Aosta;207,65;2,56;999,00;999,00;146,29;179,90;233,10;282,86
2012-13;5;Matematica;3;Piemonte;210,99;2,67;999,00;999,00;146,29;179,90;237,93;282,86
2012-13;5;Matematica;4;Liguria;204,42;2,40;999,00;999,00;146,29;175,97;228,48;274,42
2012-13;5;Matematica;5;Lombardia;203,69;1,87;999,00;999,00;141,52;175,97;228,48;274,42
2012-13;5;Matematica;6;Nord Est;204,65;1,27;999,00;999,00;141,52;175,97;233,10;274,42
2012-13;5;Matematica;7;Prov. Aut. Bolzano (l. it.);199,49;0,00;999,00;999,00;146,29;171,99;224,01;266,97
2012-13;5;Matematica;8;Prov. Aut. Trento;210,73;2,54;999,00;999,00;150,89;179,90;237,93;274,42
2012-13;5;Matematica;9;Veneto;205,30;1,93;999,00;999,00;146,29;175,97;233,10;274,42
2012-13;5;Matematica;10;Friuli-Venezia Giulia;206,14;2,40;999,00;999,00;146,29;179,90;233,10;266,97
2012-13;5;Matematica;11;Emilia-Romagna;202,76;2,32;999,00;999,00;141,52;171,99;228,48;274,42
2012-13;5;Matematica;12;Centro;202,05;1,23;999,00;999,00;141,52;171,99;228,48;266,97
2012-13;5;Matematica;13;Toscana;203,94;1,99;999,00;999,00;141,52;175,97;228,48;274,42
2012-13;5;Matematica;14;Umbria;202,83;3,09;999,00;999,00;141,52;171,99;228,48;274,42
2012-13;5;Matematica;15;Marche;205,62;1,85;999,00;999,00;146,29;175,97;233,10;274,42
2012-13;5;Matematica;16;Lazio;199,83;2,04;999,00;999,00;141,52;171,99;228,48;266,97
2012-13;5;Matematica;17;Sud;195,01;1,61;999,00;999,00;136,50;163,85;224,01;260,24
2012-13;5;Matematica;18;Abruzzo;205,43;2,68;999,00;999,00;141,52;171,99;233,10;282,86
2012-13;5;Matematica;19;Molise;199,86;3,00;999,00;999,00;141,52;171,99;228,48;266,97
2012-13;5;Matematica;20;Campania;192,56;2,55;999,00;999,00;136,50;163,85;219,68;260,24
2012-13;5;Matematica;21;Puglia;195,84;2,24;999,00;999,00;136,50;167,96;224,01;260,24
2012-13;5;Matematica;22;Sud e Isole;189,81;1,61;999,00;999,00;131,20;163,85;215,46;254,07
2012-13;5;Matematica;23;Basilicata;203,19;2,78;999,00;999,00;141,52;175,97;228,48;266,97
2012-13;5;Matematica;24;Calabria;189,45;3,37;999,00;999,00;131,20;163,85;215,46;248,36
2012-13;5;Matematica;25;Sicilia;187,07;2,32;999,00;999,00;131,20;159,65;211,34;248,36
2012-13;5;Matematica;26;Sardegna;195,46;2,90;999,00;999,00;141,52;163,85;219,68;266,97
2012-13;5;Matematica;99;Italia;200,00;0,70;999,00;999,00;141,52;171,99;228,48;266,97
2012-13;8;Matematica;1;Nord Ovest;209,71;0,89;999,00;999,00;156,51;187,05;231,36;267,58
2012-13;8;Matematica;2;Valle d'Aosta;209,90;2,97;999,00;999,00;160,67;187,80;234,61;262,21
2012-13;8;Matematica;3;Piemonte;205,45;2,04;999,00;999,00;155,57;183,78;225,14;267,32
2012-13;8;Matematica;4;Liguria;208,89;1,49;999,00;999,00;159,69;187,10;230,92;267,35
2012-13;8;Matematica;5;Lombardia;211,62;1,04;999,00;999,00;160,83;187,73;234,00;268,20
2012-13;8;Matematica;6;Nord Est;210,10;1,38;999,00;999,00;156,04;187,44;233,35;267,12
2012-13;8;Matematica;7;Prov. Aut. Bolzano (l. it.);205,30;0,00;999,00;999,00;155,87;183,04;224,76;260,83
2012-13;8;Matematica;8;Prov. Aut. Trento;213,12;1,61;999,00;999,00;166,09;191,26;234,95;267,90
2012-13;8;Matematica;9;Veneto;211,38;2,00;999,00;999,00;161,16;187,94;234,86;267,02
2012-13;8;Matematica;10;Friuli-Venezia Giulia;213,81;1,57;999,00;999,00;162,10;192,25;233,37;269,43
2012-13;8;Matematica;11;Emilia-Romagna;207,18;2,72;999,00;999,00;149,93;183,92;231,98;266,88
