Anno;Grado;Materia;Ordinatore;Regione;Punteggio_WLE;ES;Deviazione_standard_WLE;ES_SD;Percentile5;Percentile25;Percentile75;Percentile95
2013;2;Italiano;2;Valle d'Aosta;205,99;2,8;999;999;142,11;184,99;226,02;257,48
2013;2;Italiano;3;Piemonte;206,9;1,35;999;999;151,68;184,99;226,02;271,28
2013;2;Italiano;4;Liguria;203,2;1,93;999;999;142,11;177,07;226,02;257,48
2013;2;Italiano;5;Lombardia;203,19;1,73;999;999;142,11;177,07;226,02;271,28
2013;2;Italiano;7;Trentino Alto Adige;201,06;0;999;999;142,11;177,07;226,02;271,28
2013;2;Italiano;8;Trentino Alto Adige;210,6;2,73;999;999;151,68;184,99;235,44;271,28
2013;2;Italiano;9;Veneto;202,32;1,71;999;999;142,11;177,07;226,02;257,48
2013;2;Italiano;10;Friuli Venezia Giulia;206,87;2,5;999;999;142,11;177,07;235,44;271,28
2013;2;Italiano;11;Emilia-Romagna;201,63;1,79;999;999;131,65;177,07;226,02;271,28
2013;2;Italiano;13;Toscana;197,76;1,83;999;999;131,65;168,92;226,02;257,48
2013;2;Italiano;14;Umbria;202,18;1,72;999;999;142,11;177,07;226,02;271,28
2013;2;Italiano;15;Marche;206,99;2,21;999;999;142,11;177,07;235,44;271,28
2013;2;Italiano;16;Lazio;200,59;1,64;999;999;142,11;177,07;226,02;257,48
2013;2;Italiano;18;Abruzzo;201;1,56;999;999;142,11;177,07;226,02;257,48
2013;2;Italiano;19;Molise;201,36;2,6;999;999;142,11;177,07;226,02;257,48
2013;2;Italiano;20;Campania;192,84;2,32;999;999;131,65;168,92;217,21;257,48
2013;2;Italiano;21;Puglia;198,66;1,8;999;999;142,11;177,07;226,02;257,48
2013;2;Italiano;23;Basilicata;197,68;2,86;999;999;131,65;168,92;226,02;257,48
2013;2;Italiano;24;Calabria;191,71;2,97;999;999;131,65;168,92;217,21;257,48
2013;2;Italiano;25;Sicilia;192,42;2,34;999;999;131,65;168,92;217,21;257,48
2013;2;Italiano;26;Sardegna;203,8;1,99;999;999;142,11;177,07;226,02;271,28
2013;5;Italiano;2;Valle d'Aosta;209,08;2,52;999;999;147,45;183,96;234,69;264,47
2013;5;Italiano;3;Piemonte;207,75;1,8;999;999;143,02;183,96;234,69;264,47
2013;5;Italiano;4;Liguria;206,75;2,1;999;999;147,45;183,96;234,69;264,47
2013;5;Italiano;5;Lombardia;205,14;1,68;999;999;143,02;179,97;228,94;264,47
2013;5;Italiano;7;Trentino Alto Adige;196,68;0;999;999;133,65;168,09;223,58;264,47
2013;5;Italiano;8;Trentino Alto Adige;207,11;1,84;999;999;143,02;183,96;228,94;264,47
2013;5;Italiano;9;Veneto;205,13;1,81;999;999;138,44;179,97;234,69;264,47
2013;5;Italiano;10;Friuli Venezia Giulia;205,98;2,08;999;999;143,02;179,97;228,94;264,47
2013;5;Italiano;11;Emilia-Romagna;202,84;2,1;999;999;128,62;176,02;228,94;264,47
2013;5;Italiano;13;Toscana;203,62;1,94;999;999;133,65;179,97;228,94;264,47
2013;5;Italiano;14;Umbria;204,11;2,81;999;999;133,65;176,02;234,69;264,47
2013;5;Italiano;15;Marche;205,51;1,71;999;999;143,02;179,97;228,94;264,47
2013;5;Italiano;16;Lazio;200,42;1,83;999;999;128,62;176,02;228,94;264,47
2013;5;Italiano;18;Abruzzo;204,85;1,9;999;999;133,65;176,02;234,69;275,26
2013;5;Italiano;19;Molise;200,26;2,53;999;999;133,65;172,06;228,94;264,47
2013;5;Italiano;20;Campania;191,84;2,23;999;999;128,62;164,09;218,53;255,54
2013;5;Italiano;21;Puglia;194,13;1,77;999;999;128,62;168,09;223,58;255,54
2013;5;Italiano;23;Basilicata;197,41;2,59;999;999;128,62;172,06;223,58;255,54
2013;5;Italiano;24;Calabria;190,83;2,88;999;999;123,31;164,09;218,53;255,54
2013;5;Italiano;25;Sicilia;187,89;1,79;999;999;123,31;160,05;213,72;247,8
2013;5;Italiano;26;Sardegna;197,9;1,9;999;999;138,44;168,09;223,58;264,47
2013;8;Italiano;2;Valle d'Aosta;189,32;14,66;999;999;59,75;174,27;223,85;246,97
2013;8;Italiano;3;Piemonte;203,38;2,64;999;999;146,72;184,55;225,95;256,79
2013;8;Italiano;4;Liguria;200,72;3,73;999;999;118,58;181,6;226,67;258,44
2013;8;Italiano;5;Lombardia;206,28;2,26;999;999;137,2;187,83;230,48;258,59
2013;8;Italiano;7;Trentino Alto Adige;200,75;0;999;999;140,2;185,24;222,71;247,55
2013;8;Italiano;8;Trentino Alto Adige;211,99;1,36;999;999;165,47;192,94;230,56;258,97
2013;8;Italiano;9;Veneto;210,47;2,07;999;999;151,49;191,98;233,06;258,77
2013;8;Italiano;10;Friuli Venezia Giulia;206,04;3,49;999;999;140,84;190,62;228,33;257,6
2013;8;Italiano;11;Emilia-Romagna;208,99;1,44;999;999;155,22;187,93;230,2;259,8
2013;8;Italiano;13;Toscana;202,48;3,95;999;999;111,41;187,08;228,52;258,38
2013;8;Italiano;14;Umbria;207,79;2,34;999;999;155,58;189,91;227,1;258,08
2013;8;Italiano;15;Marche;209,28;2,39;999;999;156,65;192,19;229,37;259,44
2013;8;Italiano;16;Lazio;194,47;4,07;999;999;98,86;176,95;223,39;252,43
2013;8;Italiano;18;Abruzzo;206,14;2,92;999;999;155,69;187,88;227,49;256,73
2013;8;Italiano;19;Molise;206,38;4,12;999;999;136,6;187,24;228,29;259,98
2013;8;Italiano;20;Campania;194,89;2,23;999;999;140,6;173,6;217,23;247,65
2013;8;Italiano;21;Puglia;198,48;2,89;999;999;130,41;175,83;222,8;258,04
2013;8;Italiano;23;Basilicata;192,96;5,47;999;999;110,87;170,39;223,01;254,91
2013;8;Italiano;24;Calabria;190,83;4,3;999;999;85,93;172,35;218,1;251,18
2013;8;Italiano;25;Sicilia;181,27;4,81;999;999;80,78;157,61;215,01;248,32
2013;8;Italiano;26;Sardegna;196,63;4,19;999;999;123,22;182,5;217,82;248,32
2013;10;Italiano;2;Valle d'Aosta;213,45;6,91;999;999;156,04;191,61;238,65;269,15
2013;10;Italiano;3;Piemonte;210,14;3,16;999;999;142,17;188,38;238,65;269,15
2013;10;Italiano;4;Liguria;205,11;3,81;999;999;138,52;178,77;230,35;269,15
2013;10;Italiano;5;Lombardia;213,59;2,39;999;999;152,66;191,61;238,65;269,15
2013;10;Italiano;7;Trentino Alto Adige;207,18;0;999;999;145,73;185,17;230,35;269,15
2013;10;Italiano;8;Trentino Alto Adige;218,13;3,58;999;999;159,37;198,15;238,65;269,15
2013;10;Italiano;9;Veneto;211,37;2,52;999;999;152,66;191,61;234,42;269,15
2013;10;Italiano;10;Friuli Venezia Giulia;209,4;4,09;999;999;138,52;185,17;238,65;269,15
2013;10;Italiano;11;Emilia-Romagna;206,96;3,65;999;999;134,77;181,97;234,42;275,57
2013;10;Italiano;13;Toscana;198,14;3,36;999;999;130,91;172,37;226,41;263,23
2013;10;Italiano;14;Umbria;204,04;3,95;999;999;138,52;178,77;230,35;269,15
2013;10;Italiano;15;Marche;205,48;3,42;999;999;138,52;181,97;230,35;269,15
2013;10;Italiano;16;Lazio;196,85;2,5;999;999;138,52;175,58;222,6;252,57
2013;10;Italiano;18;Abruzzo;194,31;3,56;999;999;130,91;169,15;222,6;257,73
2013;10;Italiano;19;Molise;192,4;5,14;999;999;126,94;165,92;218,89;257,73
2013;10;Italiano;20;Campania;189,48;2,56;999;999;122,83;162,66;215,26;247,69
2013;10;Italiano;21;Puglia;195,34;2,68;999;999;134,77;172,37;218,89;257,73
2013;10;Italiano;23;Basilicata;193,48;3,13;999;999;134,77;169,15;215,26;247,69
2013;10;Italiano;24;Calabria;186,66;3,37;999;999;122,83;162,66;211,72;247,69
2013;10;Italiano;25;Sicilia;183,11;3,01;999;999;118,54;156,04;208,24;247,69
2013;10;Italiano;26;Sardegna;185,72;2,85;999;999;122,83;162,66;211,72;243,07
2013;2;Matematica;2;Valle d'Aosta;203,8;2,89;999;999;138,92;182,97;228,52;270
2013;2;Matematica;3;Piemonte;205,64;1,55;999;999;146,44;177,44;228,52;270
2013;2;Matematica;4;Liguria;201,18;2,52;999;999;146,44;177,44;222,19;259,51
2013;2;Matematica;5;Lombardia;201,41;1,67;999;999;138,92;171,78;228,52;270
2013;2;Matematica;7;Trentino Alto Adige;204,14;0;999;999;146,44;177,44;228,52;270
2013;2;Matematica;8;Trentino Alto Adige;210,32;2,5;999;999;146,44;188,42;235,21;282,76
2013;2;Matematica;9;Veneto;201,51;1,57;999;999;138,92;177,44;228,52;270
2013;2;Matematica;10;Friuli Venezia Giulia;207,47;2,82;999;999;146,44;177,44;235,21;270
2013;2;Matematica;11;Emilia-Romagna;200,49;1,98;999;999;138,92;177,44;228,52;259,51
2013;2;Matematica;13;Toscana;200,74;1,68;999;999;138,92;177,44;222,19;270
2013;2;Matematica;14;Umbria;205,04;2,97;999;999;138,92;177,44;228,52;282,76
2013;2;Matematica;15;Marche;206,09;1,96;999;999;146,44;177,44;235,21;270
2013;2;Matematica;16;Lazio;204,02;2,25;999;999;146,44;177,44;228,52;270
2013;2;Matematica;18;Abruzzo;200,29;2,59;999;999;138,92;171,78;228,52;270
2013;2;Matematica;19;Molise;198,77;3,04;999;999;138,92;171,78;222,19;259,51
2013;2;Matematica;20;Campania;192,73;2,77;999;999;130,54;165,92;222,19;270
2013;2;Matematica;21;Puglia;198,57;2,76;999;999;138,92;171,78;222,19;270
2013;2;Matematica;23;Basilicata;201,1;2,66;999;999;146,44;177,44;222,19;259,51
2013;2;Matematica;24;Calabria;197,06;3,63;999;999;130,54;165,92;222,19;270
2013;2;Matematica;25;Sicilia;190,56;2,78;999;999;130,54;159,8;216,17;259,51
2013;2;Matematica;26;Sardegna;205,42;3,17;999;999;138,92;177,44;235,21;282,76
2013;5;Matematica;2;Valle d'Aosta;207,65;2,56;999;999;146,29;179,9;233,1;282,86
2013;5;Matematica;3;Piemonte;210,99;2,67;999;999;146,29;179,9;237,93;282,86
2013;5;Matematica;4;Liguria;204,42;2,4;999;999;146,29;175,97;228,48;274,42
2013;5;Matematica;5;Lombardia;203,69;1,87;999;999;141,52;175,97;228,48;274,42
2013;5;Matematica;7;Trentino Alto Adige;199,49;0;999;999;146,29;171,99;224,01;266,97
2013;5;Matematica;8;Trentino Alto Adige;210,73;2,54;999;999;150,89;179,9;237,93;274,42
2013;5;Matematica;9;Veneto;205,3;1,93;999;999;146,29;175,97;233,1;274,42
2013;5;Matematica;10;Friuli Venezia Giulia;206,14;2,4;999;999;146,29;179,9;233,1;266,97
2013;5;Matematica;11;Emilia-Romagna;202,76;2,32;999;999;141,52;171,99;228,48;274,42
2013;5;Matematica;13;Toscana;203,94;1,99;999;999;141,52;175,97;228,48;274,42
2013;5;Matematica;14;Umbria;202,83;3,09;999;999;141,52;171,99;228,48;274,42
2013;5;Matematica;15;Marche;205,62;1,85;999;999;146,29;175,97;233,1;274,42
2013;5;Matematica;16;Lazio;199,83;2,04;999;999;141,52;171,99;228,48;266,97
2013;5;Matematica;18;Abruzzo;205,43;2,68;999;999;141,52;171,99;233,1;282,86
2013;5;Matematica;19;Molise;199,86;3;999;999;141,52;171,99;228,48;266,97
2013;5;Matematica;20;Campania;192,56;2,55;999;999;136,5;163,85;219,68;260,24
2013;5;Matematica;21;Puglia;195,84;2,24;999;999;136,5;167,96;224,01;260,24
2013;5;Matematica;23;Basilicata;203,19;2,78;999;999;141,52;175,97;228,48;266,97
2013;5;Matematica;24;Calabria;189,45;3,37;999;999;131,2;163,85;215,46;248,36
2013;5;Matematica;25;Sicilia;187,07;2,32;999;999;131,2;159,65;211,34;248,36
2013;5;Matematica;26;Sardegna;195,46;2,9;999;999;141,52;163,85;219,68;266,97
2013;8;Matematica;2;Valle d'Aosta;209,9;2,97;999;999;160,67;187,8;234,61;262,21
2013;8;Matematica;3;Piemonte;205,45;2,04;999;999;155,57;183,78;225,14;267,32
2013;8;Matematica;4;Liguria;208,89;1,49;999;999;159,69;187,1;230,92;267,35
2013;8;Matematica;5;Lombardia;211,62;1,04;999;999;160,83;187,73;234;268,2
2013;8;Matematica;7;Trentino Alto Adige;205,3;0;999;999;155,87;183,04;224,76;260,83
2013;8;Matematica;8;Trentino Alto Adige;213,12;1,61;999;999;166,09;191,26;234,95;267,9
2013;8;Matematica;9;Veneto;211,38;2;999;999;161,16;187,94;234,86;267,02
2013;8;Matematica;10;Friuli Venezia Giulia;213,81;1,57;999;999;162,1;192,25;233,37;269,43
2013;8;Matematica;11;Emilia-Romagna;207,18;2,72;999;999;149,93;183,92;231,98;266,88
2013;8;Matematica;13;Toscana;208,56;2,91;999;999;155,24;186,92;231,95;271,11
2013;8;Matematica;14;Umbria;205,58;2,82;999;999;150,05;183,09;228,33;267,06
2013;8;Matematica;15;Marche;207,38;2,52;999;999;154,79;186,1;229,38;261,9
2013;8;Matematica;16;Lazio;198,81;2,87;999;999;138,53;179,99;221,07;252,06
2013;8;Matematica;18;Abruzzo;204,88;3,47;999;999;142,48;183,64;227,84;267,2
2013;8;Matematica;19;Molise;183,9;8,34;999;999;67,21;167,77;217,3;253,37
2013;8;Matematica;20;Campania;182,23;3,68;999;999;92,1;161,88;209,8;246,08
2013;8;Matematica;21;Puglia;193,59;3,13;999;999;133,87;172,6;216,26;251,92
2013;8;Matematica;23;Basilicata;188,54;5,09;999;999;103,88;169,39;213,68;248,93
2013;8;Matematica;24;Calabria;179,6;4,99;999;999;63,99;163,73;206,73;243,61
2013;8;Matematica;25;Sicilia;186,13;3,89;999;999;85,9;171,02;209,17;246,55
2013;8;Matematica;26;Sardegna;197,24;2,49;999;999;148,82;176,4;215,95;250,31
2013;10;Matematica;2;Valle d'Aosta;208,87;6,01;999;999;158,38;185,87;229,33;268,73
2013;10;Matematica;3;Piemonte;214,92;3,91;999;999;151,71;185,87;241,81;290,62
2013;10;Matematica;4;Liguria;201,85;3,77;999;999;144,37;175,74;225,21;268,73
2013;10;Matematica;5;Lombardia;214,75;2,75;999;999;158,38;185,87;237,62;290,62
2013;10;Matematica;7;Trentino Alto Adige;210,93;0;999;999;151,71;185,87;233,47;268,73
2013;10;Matematica;8;Trentino Alto Adige;225,5;5,33;999;999;164,54;195,28;250,35;297,1
2013;10;Matematica;9;Veneto;213,91;2,87;999;999;158,38;190,65;237,62;284,63
2013;10;Matematica;10;Friuli Venezia Giulia;218,55;5,05;999;999;158,38;190,65;246,04;290,62
2013;10;Matematica;11;Emilia-Romagna;208,83;3,41;999;999;151,71;180,91;233,47;279,03
2013;10;Matematica;13;Toscana;202,59;4,1;999;999;144,37;175,74;229,33;279,03
2013;10;Matematica;14;Umbria;206,27;4,82;999;999;151,71;175,74;229,33;279,03
2013;10;Matematica;15;Marche;207,05;3,47;999;999;151,71;180,91;229,33;279,03
2013;10;Matematica;16;Lazio;196,16;3,25;999;999;144,37;170,3;221,08;263,91
2013;10;Matematica;18;Abruzzo;191,2;3,43;999;999;144,37;164,54;212,72;254,75
2013;10;Matematica;19;Molise;194,94;5,13;999;999;144,37;170,3;216,91;259,26
2013;10;Matematica;20;Campania;186,42;2,22;999;999;136,15;164,54;208,48;246,04
2013;10;Matematica;21;Puglia;191,32;2,68;999;999;144,37;164,54;212,72;259,26
2013;10;Matematica;23;Basilicata;193,37;3,44;999;999;144,37;170,3;212,72;254,75
2013;10;Matematica;24;Calabria;187,12;3,27;999;999;136,15;164,54;208,48;250,35
2013;10;Matematica;25;Sicilia;180,55;2,21;999;999;136,15;158,38;199,79;233,47
2013;10;Matematica;26;Sardegna;178,2;2,99;999;999;136,15;158,38;195,28;241,81
2014;2;Italiano;2;Valle d'Aosta;204,1;3,16;39,25;1,38;131,04;176,22;232,8;259,17
2014;2;Italiano;3;Piemonte;203,9;2,3;38,62;1;135,82;179,49;232,8;259,17
2014;2;Italiano;4;Liguria;200,91;2,63;42,87;1,22;120,08;172,95;232,8;259,17
2014;2;Italiano;5;Lombardia;199,43;2,06;39,38;0,92;125,84;172,95;227,76;259,17
2014;2;Italiano;7;Trentino Alto Adige;195,88;0;38,41;0,72;131,04;169,65;223,09;251,21
2014;2;Italiano;8;Trentino Alto Adige;196,88;1,78;39,89;0,8;125,84;169,65;227,76;259,17
2014;2;Italiano;9;Veneto;198,2;2,1;39,79;0,94;125,84;172,95;227,76;259,17
2014;2;Italiano;10;Friuli Venezia Giulia;197,16;2,28;40,48;1,03;125,84;169,65;227,76;259,17
2014;2;Italiano;11;Emilia-Romagna;201,6;2,28;39,49;1,01;131,04;176,22;227,76;259,17
2014;2;Italiano;13;Toscana;203,59;1,76;38,48;0,76;135,82;179,49;232,8;259,17
2014;2;Italiano;14;Umbria;205,38;2,41;38,72;1,05;135,82;179,49;232,8;259,17
2014;2;Italiano;15;Marche;206,52;1,86;37,25;0,79;140,27;186,03;232,8;259,17
2014;2;Italiano;16;Lazio;202,1;1,72;39,25;0,76;131,04;179,49;227,76;259,17
2014;2;Italiano;18;Abruzzo;206,57;2,11;36,28;0,88;135,82;186,03;232,8;259,17
2014;2;Italiano;19;Molise;204,13;3;37,83;1,29;135,82;179,49;232,8;259,17
2014;2;Italiano;20;Campania;195,87;2,64;42,2;1,22;120,08;169,65;227,76;259,17
2014;2;Italiano;21;Puglia;204,79;2,41;40,21;1,07;125,84;182,75;232,8;268,8
2014;2;Italiano;23;Basilicata;200,65;2,84;40,86;1,28;125,84;172,95;227,76;259,17
2014;2;Italiano;24;Calabria;199,41;3,13;40,64;1,41;125,84;176,22;227,76;259,17
2014;2;Italiano;25;Sicilia;192,02;2,72;39,81;1,24;120,08;166,31;218,7;251,21
2014;2;Italiano;26;Sardegna;200,2;3,13;41,69;1,43;120,08;176,22;227,76;259,17
2014;5;Italiano;2;Valle d'Aosta;205,37;2,22;36,37;0,94;142,06;183,79;229,27;266,69
2014;5;Italiano;3;Piemonte;203,55;2,45;39,48;1,08;142,06;175,11;229,27;266,69
2014;5;Italiano;4;Liguria;206,24;2,26;39,06;0,98;142,06;179,46;229,27;266,69
2014;5;Italiano;5;Lombardia;203,08;1,78;38,13;0,77;142,06;175,11;229,27;266,69
2014;5;Italiano;7;Trentino Alto Adige;198,55;0;35,81;0,75;142,06;175,11;224,22;259,13
2014;5;Italiano;8;Trentino Alto Adige;194,53;2,29;38,29;1,02;130,92;170,7;219,35;259,13
2014;5;Italiano;9;Veneto;200,6;1,81;36,92;0,78;142,06;175,11;224,22;259,13
2014;5;Italiano;10;Friuli Venezia Giulia;202,3;1,87;36,77;0,8;142,06;175,11;229,27;259,13
2014;5;Italiano;11;Emilia-Romagna;205,87;2,44;39,81;1,07;142,06;179,46;229,27;266,69
2014;5;Italiano;13;Toscana;202,41;1,87;38,29;0,81;130,92;179,46;229,27;259,13
2014;5;Italiano;14;Umbria;206,6;2,26;39,34;0,99;142,06;179,46;234,54;266,69
2014;5;Italiano;15;Marche;206,88;2,38;40,62;1,05;136,64;183,79;234,54;275,19
2014;5;Italiano;16;Lazio;203,3;1,8;37,52;0,77;142,06;179,46;229,27;266,69
2014;5;Italiano;18;Abruzzo;201,54;2,39;38,12;1,04;142,06;175,11;229,27;266,69
2014;5;Italiano;19;Molise;202,24;3,77;41,14;1,7;136,64;175,11;229,27;275,19
2014;5;Italiano;20;Campania;194,76;2,5;41,07;1,15;124,82;166,23;224,22;259,13
2014;5;Italiano;21;Puglia;198,55;1,94;39,49;0,87;130,92;170,7;229,27;259,13
2014;5;Italiano;23;Basilicata;197,94;3,4;41,47;1,56;124,82;170,7;224,22;266,69
2014;5;Italiano;24;Calabria;200,33;3,79;43,18;1,76;136,64;170,7;229,27;275,19
2014;5;Italiano;25;Sicilia;185,6;3,18;44,12;1,55;118,26;157,01;214,64;259,13
2014;5;Italiano;26;Sardegna;199,34;3,27;41,12;1,48;130,92;170,7;224,22;266,69
2014;8;Italiano;2;Valle d'Aosta;193,93;14,04;58,9;7,74;51,97;177,66;231,43;269,39
2014;8;Italiano;3;Piemonte;209,82;1,67;32,06;0,65;156,06;189,23;230,14;262,47
2014;8;Italiano;4;Liguria;211,86;1,45;30,82;0,55;163,45;191,09;230,88;264,53
2014;8;Italiano;5;Lombardia;205,09;2,17;38,55;0,94;131,17;184,43;229,32;263,05
2014;8;Italiano;7;Trentino Alto Adige;204,7;0;31,47;0,7;153,99;185,16;224,84;257,14
2014;8;Italiano;8;Trentino Alto Adige;207,86;1,6;31,61;0,63;158,48;187,42;226,86;257,43
2014;8;Italiano;9;Veneto;208,05;1,73;32,35;0,68;151,76;187,85;228,37;258,67
2014;8;Italiano;10;Friuli Venezia Giulia;201,05;4,19;41,95;1,92;112,31;182,72;226,3;262,87
2014;8;Italiano;11;Emilia-Romagna;206,4;2,49;38,15;1,07;148,51;185,98;230,42;261,41
2014;8;Italiano;13;Toscana;205,7;2,5;35,81;1,04;150,85;186,17;227,35;258,23
2014;8;Italiano;14;Umbria;205,04;3,77;37,53;1,61;137,45;185,49;228,01;263,59
2014;8;Italiano;15;Marche;205,42;2,85;37,62;1,22;143,24;185,63;227,39;263,28
2014;8;Italiano;16;Lazio;202,56;2,45;36,46;1,04;137,7;181,77;226,08;260,43
2014;8;Italiano;18;Abruzzo;199,13;3,73;39,05;1,65;134,48;179,42;221,64;257,91
2014;8;Italiano;19;Molise;188,67;6,26;46,9;3,12;88,86;169,3;217,07;257,55
2014;8;Italiano;20;Campania;190,37;3,04;42,29;1,43;113,12;167,59;217,95;252,4
2014;8;Italiano;21;Puglia;193,05;3,86;46,62;1,9;99,29;171,21;223,2;256,22
2014;8;Italiano;23;Basilicata;197,75;2,84;35,55;1,2;138,62;176,37;218,7;255,45
2014;8;Italiano;24;Calabria;189,2;4,02;42,02;1,89;107,87;169,3;214,63;250,73
2014;8;Italiano;25;Sicilia;184,06;4,01;45,73;2;78,02;162,66;213,57;249,32
2014;8;Italiano;26;Sardegna;196,74;3,09;36,03;1,32;143,22;178,01;218,56;249,8
2014;10;Italiano;2;Valle d'Aosta;215,96;7,52;34,46;3;159,85;191,07;241,36;267
2014;10;Italiano;3;Piemonte;206,8;2,34;36,58;0,98;146,52;184,18;231,13;267
2014;10;Italiano;4;Liguria;203,24;4,16;44,04;1,94;132,55;177,45;231,13;267
2014;10;Italiano;5;Lombardia;217,11;1,93;36,31;0,79;157,65;193,42;241,36;272,36
2014;10;Italiano;7;Trentino Alto Adige;212,48;0;35,59;1,15;148,77;191,07;237,81;267
2014;10;Italiano;8;Trentino Alto Adige;222,78;2,15;32,2;0,82;168,62;203,12;245,06;278,22
2014;10;Italiano;9;Veneto;212,37;2,38;36,43;0,98;153,23;188,75;234,41;272,36
2014;10;Italiano;10;Friuli Venezia Giulia;216,79;3,6;38,49;1,52;153,23;191,07;241,36;278,22
2014;10;Italiano;11;Emilia-Romagna;207,55;3,01;38,41;1,29;141,96;181,92;234,41;267
2014;10;Italiano;13;Toscana;200,48;3,79;42,96;1,75;132,55;170,82;231,13;272,36
2014;10;Italiano;14;Umbria;206,07;3,58;37,86;1,54;141,96;179,68;231,13;267
2014;10;Italiano;15;Marche;205,79;3,17;38,06;1,36;146,52;179,68;231,13;267
2014;10;Italiano;16;Lazio;197,45;3,44;39,68;1,54;134,95;170,82;224,91;262,03
2014;10;Italiano;18;Abruzzo;193,82;3,22;37,25;1,41;134,95;168,62;219,06;257,4
2014;10;Italiano;19;Molise;193,26;4,41;36,52;1,92;134,95;168,62;219,06;253,06
2014;10;Italiano;20;Campania;187,46;2,52;38,02;1,14;125,15;162,04;213,51;253,06
2014;10;Italiano;21;Puglia;192,59;2,75;37,82;1,22;130,12;166,43;219,06;257,4
2014;10;Italiano;23;Basilicata;190,6;3,48;36,51;1,52;134,95;164,24;216,25;253,06
2014;10;Italiano;24;Calabria;182,33;3,83;40,06;1,8;122,6;153,23;208,22;253,06
2014;10;Italiano;25;Sicilia;182,49;2,73;37,32;1,24;127,66;155,45;205,65;245,06
2014;10;Italiano;26;Sardegna;188,61;3,41;40,75;1,58;122,6;159,85;216,25;248,95
2014;2;Matematica;2;Valle d'Aosta;198,5;2,57;36,63;1,1;145,57;173,72;225,58;257,84
2014;2;Matematica;3;Piemonte;203,67;2,44;40,25;1,09;137,52;173,72;232,79;268,19
2014;2;Matematica;4;Liguria;197,25;2,64;38,98;1,18;128,79;173,72;225,58;268,19
2014;2;Matematica;5;Lombardia;199,46;1,53;36,15;0,65;145,57;173,72;225,58;257,84
2014;2;Matematica;7;Trentino Alto Adige;200,19;0;37,89;0,86;145,57;173,72;225,58;268,19
2014;2;Matematica;8;Trentino Alto Adige;198,59;3,55;40,59;1,6;128,79;173,72;225,58;268,19
2014;2;Matematica;9;Veneto;201,11;1,66;36,44;0,71;137,52;173,72;225,58;268,19
2014;2;Matematica;10;Friuli Venezia Giulia;198,41;1,88;36,79;0,81;137,52;173,72;225,58;257,84
2014;2;Matematica;11;Emilia-Romagna;196,82;1,75;38,17;0,77;137,52;173,72;225,58;257,84
2014;2;Matematica;13;Toscana;200,39;2,24;38,97;0,99;137,52;173,72;225,58;268,19
2014;2;Matematica;14;Umbria;202,73;2,59;38,89;1,13;137,52;180,19;225,58;268,19
2014;2;Matematica;15;Marche;204,41;1,78;36,26;0,75;145,57;180,19;225,58;268,19
2014;2;Matematica;16;Lazio;199,24;2,32;39,66;1,04;137,52;173,72;225,58;268,19
2014;2;Matematica;18;Abruzzo;205,57;4,07;40,57;1,81;137,52;180,19;232,79;280,41
2014;2;Matematica;19;Molise;204,53;3,43;40,57;1,53;137,52;180,19;232,79;268,19
2014;2;Matematica;20;Campania;199,23;3,24;44,07;1,52;128,79;167,09;225,58;280,41
2014;2;Matematica;21;Puglia;204,54;3,05;42,5;1,39;137,52;173,72;232,79;280,41
2014;2;Matematica;23;Basilicata;208,3;5,02;45,31;2,34;137,52;180,19;240,45;280,41
2014;2;Matematica;24;Calabria;200,43;4,53;46,26;2,18;128,79;167,09;232,79;280,41
2014;2;Matematica;25;Sicilia;194,18;3,17;42,14;1,48;128,79;167,09;218,69;268,19
2014;2;Matematica;26;Sardegna;202,77;3,3;40,92;1,48;137,52;173,72;232,79;268,19
2014;5;Matematica;2;Valle d'Aosta;203,42;2,04;35,26;0,85;149,87;178,47;226,92;261,01
2014;5;Matematica;3;Piemonte;203,87;2,78;41,93;1,26;139,2;173,89;232,7;270,45
2014;5;Matematica;4;Liguria;204,81;2,97;39,64;1,31;149,87;178,47;226,92;281,81
2014;5;Matematica;5;Lombardia;201,36;2,01;37,72;0,87;144,65;173,89;226,92;270,45
2014;5;Matematica;7;Trentino Alto Adige;200,96;0;39,15;0,96;144,65;173,89;226,92;270,45
2014;5;Matematica;8;Trentino Alto Adige;206,26;2,85;40,69;1,27;144,65;178,47;232,7;281,81
2014;5;Matematica;9;Veneto;202,71;2,33;37,26;1;144,65;178,47;226,92;270,45
2014;5;Matematica;10;Friuli Venezia Giulia;209,34;2,5;40,79;1,1;144,65;178,47;232,7;281,81
2014;5;Matematica;11;Emilia-Romagna;202,17;2,37;38,88;1,04;139,2;173,89;226,92;270,45
2014;5;Matematica;13;Toscana;202,5;2,56;38,2;1,11;144,65;173,89;226,92;270,45
2014;5;Matematica;14;Umbria;204,53;1,78;37,07;0,76;144,65;178,47;226,92;270,45
2014;5;Matematica;15;Marche;205,28;1,89;36,94;0,8;144,65;178,47;232,7;261,01
2014;5;Matematica;16;Lazio;197,92;2,01;35,96;0,86;144,65;173,89;221,44;261,01
2014;5;Matematica;18;Abruzzo;197,59;2,58;38,96;1,15;139,2;169,27;221,44;261,01
2014;5;Matematica;19;Molise;202,76;4,03;41,2;1,82;139,2;173,89;232,7;270,45
2014;5;Matematica;20;Campania;196,91;3,25;42,41;1,51;133,48;169,27;221,44;270,45
